Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s000","Median Sales Price
$'000s000","Third Quartile Sales Price
'000s000","Mean Sales Price
$'000s000","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2020,Q4,Total,Rest of GMR,Total,Maitland,Strata,335000,385000,440000,386000,45,6.65%,1.32%,32.35%,4.65%
2020,Q4,Total,Rest of GMR,Total,Newcastle,Total,535000,665000,830000,730000,986,5.56%,11.76%,13.86%,27.23%
2020,Q4,Total,Rest of GMR,Total,Newcastle,Non Strata,590000,705000,855000,773000,703,8.46%,13.71%,11.59%,25.99%
2020,Q4,Total,Rest of GMR,Total,Newcastle,Strata,441000,535000,700000,624000,283,1.42%,1.90%,19.92%,30.41%
2020,Q4,Total,Rest of GMR,Total,Port Stephens,Total,471000,620000,760000,639000,534,10.71%,11.71%,24.77%,48.75%
2020,Q4,Total,Rest of GMR,Total,Port Stephens,Non Strata,530000,674000,830000,702000,399,8.73%,13.30%,22.39%,39.02%
2020,Q4,Total,Rest of GMR,Total,Port Stephens,Strata,345000,433000,530000,455000,135,0.58%,-4.95%,32.35%,87.50%
2020,Q4,Total,Rest of GMR,Total,Shellharbour,Total,545000,620000,744000,657000,343,-2.97%,3.33%,6.52%,29.43%
2020,Q4,Total,Rest of GMR,Total,Shellharbour,Non Strata,582000,664000,781000,694000,260,-0.19%,5.99%,4.00%,23.81%
2020,Q4,Total,Rest of GMR,Total,Shellharbour,Strata,488000,540000,580000,542000,83,5.11%,12.50%,15.28%,50.91%
2020,Q4,Total,Rest of GMR,Total,Wollongong,Total,582000,715000,920000,787000,995,4.38%,5.93%,13.97%,37.81%
2020,Q4,Total,Rest of GMR,Total,Wollongong,Non Strata,670000,830000,1025000,893000,595,9.21%,12.16%,7.59%,22.93%
2020,Q4,Total,Rest of GMR,Total,Wollongong,Strata,514000,599000,710000,630000,400,5.09%,1.53%,25.00%,68.07%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Total,Total,476000,600000,759000,645000,3518,6.19%,9.09%,14.63%,35.94%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Total,Non Strata,500000,630000,780000,671000,2831,7.33%,11.11%,11.15%,33.35%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Total,Strata,395000,490000,630000,539000,687,5.09%,6.52%,31.61%,47.74%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Cessnock,Total,350000,410000,510000,458000,381,0.00%,7.89%,6.72%,48.83%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Cessnock,Non Strata,359000,420000,520000,470000,350,0.00%,6.06%,5.74%,47.68%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Cessnock,Strata,275000,310000,360000,318000,31,9.73%,-3.12%,19.23%,63.16%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Lake Macquarie,Total,522000,635000,775000,674000,1164,4.96%,8.55%,19.63%,43.53%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Lake Macquarie,Non Strata,550000,660000,801000,700000,971,5.60%,10.00%,14.37%,39.31%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Lake Macquarie,Strata,433000,515000,632000,545000,193,11.35%,13.44%,55.65%,69.30%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Maitland,Total,450000,519000,625000,548000,453,4.85%,9.26%,1.80%,17.05%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Maitland,Non Strata,470000,541000,640000,566000,408,5.98%,9.69%,-0.73%,18.60%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Maitland,Strata,335000,385000,440000,386000,45,6.65%,1.32%,32.35%,4.65%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Newcastle,Total,535000,665000,830000,730000,986,5.56%,11.76%,13.86%,27.23%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Newcastle,Non Strata,590000,705000,855000,773000,703,8.46%,13.71%,11.59%,25.99%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Newcastle,Strata,441000,535000,700000,624000,283,1.42%,1.90%,19.92%,30.41%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Port Stephens,Total,471000,620000,760000,639000,534,10.71%,11.71%,24.77%,48.75%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Port Stephens,Non Strata,530000,674000,830000,702000,399,8.73%,13.30%,22.39%,39.02%
2020,Q4,Total,Rest of GMR,Newcastle SSD,Port Stephens,Strata,345000,433000,530000,455000,135,0.58%,-4.95%,32.35%,87.50%
2020,Q4,Total,Rest of GMR,Wollongong SSD,Total,Total,576000,710000,905000,785000,1487,3.31%,6.77%,11.80%,34.45%
2020,Q4,Total,Rest of GMR,Wollongong SSD,Total,Non Strata,640000,800000,1000000,873000,960,5.68%,8.11%,5.26%,23.55%
2020,Q4,Total,Rest of GMR,Wollongong SSD,Total,Strata,515000,585000,700000,624000,527,4.46%,3.54%,26.08%,60.18%
2020,Q4,Total,Rest of GMR,Wollongong SSD,Kiama,Total,785000,973000,1205000,1064000,149,1.09%,13.14%,10.37%,25.21%
2020,Q4,Total,Rest of GMR,Wollongong SSD,Kiama,Non Strata,905000,1058000,1300000,1206000,105,5.27%,13.64%,-3.67%,26.51%
2020,Q4,Total,Rest of GMR,Wollongong SSD,Kiama,Strata,559000,690000,849000,725000,44,3.29%,34.63%,69.23%,22.22%
2020,Q4,Total,Rest of GMR,Wollongong SSD,Shellharbour,Total,545000,620000,744000,657000,343,-2.97%,3.33%,6.52%,29.43%
2020,Q4,Total,Rest of GMR,Wollongong SSD,Shellharbour,Non Strata,582000,664000,781000,694000,260,-0.19%,5.99%,4.00%,23.81%
2020,Q4,Total,Rest of GMR,Wollongong SSD,Shellharbour,Strata,488000,540000,580000,542000,83,5.11%,12.50%,15.28%,50.91%
2020,Q4,Total,Rest of GMR,Wollongong SSD,Wollongong,Total,582000,715000,920000,787000,995,4.38%,5.93%,13.97%,37.81%
2020,Q4,Total,Rest of GMR,Wollongong SSD,Wollongong,Non Strata,670000,830000,1025000,893000,595,9.21%,12.16%,7.59%,22.93%
2020,Q4,Total,Rest of GMR,Wollongong SSD,Wollongong,Strata,514000,599000,710000,630000,400,5.09%,1.53%,25.00%,68.07%
2020,Q4,Total,Rest of State,Total,Total,Total,333000,475000,670000,542000,12023,5.56%,9.20%,16.14%,50.89%
2020,Q4,Total,Rest of State,Total,Total,Non Strata,338000,487000,690000,557000,10294,5.41%,8.83%,15.06%,53.07%
2020,Q4,Total,Rest of State,Total,Total,Strata,310000,418000,550000,453000,1729,6.65%,8.57%,23.06%,39.10%
2020,Q4,Total,Rest of State,Total,Albury,Total,285000,370000,492000,402000,397,8.35%,-1.33%,26.43%,45.96%
2020,Q4,Total,Rest of State,Total,Albury,Non Strata,314000,412000,520000,432000,332,12.13%,6.88%,32.27%,53.00%
2020,Q4,Total,Rest of State,Total,Albury,Strata,170000,230000,310000,248000,65,5.99%,3.37%,3.17%,18.18%
2020,Q4,Total,Rest of State,Total,Armidale Regional,Total,310000,378000,465000,400000,156,1.48%,9.74%,5.41%,87.95%
2020,Q4,Total,Rest of State,Total,Armidale Regional,Non Strata,314000,380000,465000,404000,145,1.33%,10.30%,12.40%,101.39%
2020,Q4,Total,Rest of State,Total,Armidale Regional,Strata,290000,362000,411000,347000,20,24.61%,21.68%,-42.11%,0.00%
2020,Q4,Total,Rest of State,Total,Ballina,Total,600000,735000,953000,819000,277,-2.97%,15.75%,12.60%,45.79%
2020,Q4,Total,Rest of State,Total,Ballina,Non Strata,675000,850000,1100000,924000,173,5.26%,22.74%,0.58%,44.17%
2020,Q4,Total,Rest of State,Total,Ballina,Strata,489000,578000,729000,644000,104,-2.94%,6.16%,40.54%,48.57%
2020,Q4,Total,Rest of State,Total,Balranald,Total,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Balranald,Non Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Bathurst Regional,Total,369000,460000,575000,482000,285,8.24%,9.52%,26.67%,66.67%
2020,Q4,Total,Rest of State,Total,Bathurst Regional,Non Strata,401000,482000,592000,508000,250,9.61%,12.03%,29.53%,54.32%
2020,Q4,Total,Rest of State,Total,Bathurst Regional,Strata,261000,310000,341000,299000,35,-2.36%,1.64%,9.38%,288.89%
2020,Q4,Total,Rest of State,Total,Bega Valley,Total,415000,545000,748000,584000,275,1.21%,21.11%,33.50%,60.82%
2020,Q4,Total,Rest of State,Total,Bega Valley,Non Strata,492000,618000,781000,642000,216,3.78%,16.07%,32.52%,92.86%
2020,Q4,Total,Rest of State,Total,Bega Valley,Strata,305000,365000,440000,370000,59,6.57%,15.87%,37.21%,0.00%
2020,Q4,Total,Rest of State,Total,Bellingen,Total,495000,645000,790000,668000,93,6.61%,1.98%,30.99%,102.17%
2020,Q4,Total,Rest of State,Total,Bellingen,Non Strata,530000,680000,805000,697000,85,10.57%,7.09%,25.00%,88.89%
2020,Q4,Total,Rest of State,Total,Bellingen,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Berrigan,Total,165000,230000,295000,256000,59,-19.30%,-9.09%,68.57%,20.41%
2020,Q4,Total,Rest of State,Total,Berrigan,Non Strata,166000,233000,298000,258000,58,-18.25%,-10.38%,65.71%,26.09%
2020,Q4,Total,Rest of State,Total,Berrigan,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Bland,Total,144000,195000,266000,212000,35,-2.01%,-20.41%,84.21%,94.44%
2020,Q4,Total,Rest of State,Total,Bland,Non Strata,144000,195000,266000,212000,35,-2.01%,-20.41%,84.21%,94.44%
2020,Q4,Total,Rest of State,Total,Blayney,Total,277000,373000,595000,477000,52,0.68%,5.08%,44.44%,100.00%
2020,Q4,Total,Rest of State,Total,Blayney,Non Strata,277000,373000,595000,477000,52,0.68%,2.19%,44.44%,116.67%
2020,Q4,Total,Rest of State,Total,Bogan,Total,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Bogan,Non Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Bourke,Total,58000,100000,150000,103000,20,233.33%,0.00%,333.33%,0.00%
2020,Q4,Total,Rest of State,Total,Bourke,Non Strata,58000,100000,150000,103000,20,233.33%,0.00%,333.33%,0.00%
2020,Q4,Total,Rest of State,Total,Broken Hill,Total,89000,124000,173000,140000,92,-1.59%,10.22%,-13.21%,53.33%
2020,Q4,Total,Rest of State,Total,Broken Hill,Non Strata,89000,124000,173000,140000,92,-1.59%,10.22%,-13.21%,53.33%
2020,Q4,Total,Rest of State,Total,Byron,Total,827000,1118000,1650000,1313000,288,1.59%,26.99%,3.60%,72.46%
2020,Q4,Total,Rest of State,Total,Byron,Non Strata,921000,1280000,1850000,1483000,204,2.81%,31.96%,0.99%,80.53%
2020,Q4,Total,Rest of State,Total,Byron,Strata,659000,763000,1013000,898000,84,-2.24%,4.10%,10.53%,55.56%
2020,Q4,Total,Rest of State,Total,Cabonne,Total,265000,375000,580000,450000,65,10.29%,-5.06%,14.04%,75.68%
2020,Q4,Total,Rest of State,Total,Cabonne,Non Strata,265000,375000,580000,450000,65,10.29%,-5.06%,14.04%,75.68%
2020,Q4,Total,Rest of State,Total,Carrathool,Total,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Carrathool,Non Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Central Darling,Total,1000,6000,35000,18000,20,-71.43%,-93.33%,750.00%,240.00%
2020,Q4,Total,Rest of State,Total,Central Darling,Non Strata,1000,6000,35000,18000,20,-71.43%,-93.33%,750.00%,240.00%
2020,Q4,Total,Rest of State,Total,Clarence Valley,Total,340000,440000,575000,477000,348,0.00%,7.32%,26.09%,58.18%
2020,Q4,Total,Rest of State,Total,Clarence Valley,Non Strata,340000,440000,578000,481000,303,-1.12%,4.76%,26.78%,55.38%
2020,Q4,Total,Rest of State,Total,Clarence Valley,Strata,335000,440000,548000,455000,45,22.22%,29.41%,21.62%,80.00%
2020,Q4,Total,Rest of State,Total,Cobar,Total,82000,145000,315000,193000,20,45.00%,-28.40%,-12.00%,1000.00%
2020,Q4,Total,Rest of State,Total,Cobar,Non Strata,82000,145000,315000,193000,20,45.00%,-28.40%,-12.00%,1000.00%
2020,Q4,Total,Rest of State,Total,Coffs Harbour,Total,456000,575000,720000,604000,445,1.23%,17.35%,21.25%,39.06%
2020,Q4,Total,Rest of State,Total,Coffs Harbour,Non Strata,535000,643000,785000,675000,313,5.41%,16.91%,13.00%,43.58%
2020,Q4,Total,Rest of State,Total,Coffs Harbour,Strata,339000,420000,509000,437000,132,7.14%,11.55%,46.67%,29.41%
2020,Q4,Total,Rest of State,Total,Coolamon,Total,115000,220000,345000,236000,20,-6.38%,3.53%,0.00%,43.75%
2020,Q4,Total,Rest of State,Total,Coolamon,Non Strata,115000,220000,345000,236000,20,-6.38%,3.53%,0.00%,43.75%
2020,Q4,Total,Rest of State,Total,Coonamble,Total,80000,97000,135000,128000,20,-3.00%,43.70%,0.00%,10.00%
2020,Q4,Total,Rest of State,Total,Coonamble,Non Strata,80000,97000,135000,128000,20,-3.00%,43.70%,0.00%,10.00%
2020,Q4,Total,Rest of State,Total,Gundagai,Total,255000,303000,340000,310000,58,18.92%,16.63%,-13.43%,23.40%
2020,Q4,Total,Rest of State,Total,Gundagai,Non Strata,255000,305000,340000,311000,57,14.23%,16.86%,-6.56%,23.91%
2020,Q4,Total,Rest of State,Total,Gundagai,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Cowra,Total,240000,280000,370000,313000,69,8.11%,6.67%,-10.39%,27.78%
2020,Q4,Total,Rest of State,Total,Cowra,Non Strata,241000,278000,378000,315000,66,6.11%,5.90%,-13.16%,22.22%
2020,Q4,Total,Rest of State,Total,Cowra,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Western Plains Regional,Total,272000,353000,460000,374000,304,0.71%,8.46%,23.08%,59.16%
2020,Q4,Total,Rest of State,Total,Western Plains Regional,Non Strata,280000,360000,460000,377000,293,1.41%,9.09%,22.08%,64.61%
2020,Q4,Total,Rest of State,Total,Western Plains Regional,Strata,236000,265000,293000,286000,20,9.05%,-7.67%,57.14%,-15.38%
2020,Q4,Total,Rest of State,Total,Dungog,Total,381000,530000,785000,599000,59,6.00%,29.27%,0.00%,73.53%
2020,Q4,Total,Rest of State,Total,Dungog,Non Strata,381000,530000,785000,599000,59,6.00%,29.27%,0.00%,73.53%
2020,Q4,Total,Rest of State,Total,Edward River,Total,181000,225000,294000,243000,66,11.66%,-7.22%,22.22%,127.59%
2020,Q4,Total,Rest of State,Total,Edward River,Non Strata,189000,238000,300000,249000,62,11.24%,-7.59%,24.00%,129.63%
2020,Q4,Total,Rest of State,Total,Edward River,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Eurobodalla,Total,473000,590000,727000,625000,358,10.80%,14.56%,14.01%,36.64%
2020,Q4,Total,Rest of State,Total,Eurobodalla,Non Strata,515000,617000,751000,659000,304,9.16%,12.14%,16.48%,42.72%
2020,Q4,Total,Rest of State,Total,Eurobodalla,Strata,343000,419000,505000,431000,54,5.95%,11.60%,1.89%,10.20%
2020,Q4,Total,Rest of State,Total,Federation,Total,241000,305000,404000,324000,91,3.92%,15.09%,16.67%,24.66%
2020,Q4,Total,Rest of State,Total,Federation,Non Strata,244000,310000,410000,326000,80,3.85%,10.71%,17.65%,31.15%
2020,Q4,Total,Rest of State,Total,Federation,Strata,238000,285000,359000,311000,20,34.12%,67.65%,10.00%,-8.33%
2020,Q4,Total,Rest of State,Total,Forbes,Total,234000,314000,407000,323000,56,-4.85%,9.79%,5.66%,51.35%
2020,Q4,Total,Rest of State,Total,Forbes,Non Strata,234000,314000,407000,323000,56,-4.85%,9.79%,5.66%,51.35%
2020,Q4,Total,Rest of State,Total,Gilgandra,Total,108000,135000,171000,157000,20,-22.19%,17.39%,14.29%,220.00%
2020,Q4,Total,Rest of State,Total,Gilgandra,Non Strata,108000,135000,171000,157000,20,-22.19%,17.39%,14.29%,220.00%
2020,Q4,Total,Rest of State,Total,Glen Innes Severn,Total,180000,240000,286000,240000,57,14.29%,45.45%,26.67%,96.55%
2020,Q4,Total,Rest of State,Total,Glen Innes Severn,Non Strata,180000,240000,286000,240000,57,14.29%,45.45%,26.67%,96.55%
2020,Q4,Total,Rest of State,Total,Goulburn Mulwaree,Total,390000,479000,625000,522000,177,4.13%,8.13%,9.94%,55.26%
2020,Q4,Total,Rest of State,Total,Goulburn Mulwaree,Non Strata,395000,484000,639000,538000,162,0.78%,6.32%,12.50%,51.40%
2020,Q4,Total,Rest of State,Total,Goulburn Mulwaree,Strata,260000,330000,444000,353000,20,10.00%,-3.51%,-11.76%,114.29%
2020,Q4,Total,Rest of State,Total,Greater Hume Shire,Total,176000,274000,394000,318000,54,30.24%,16.38%,17.39%,42.11%
2020,Q4,Total,Rest of State,Total,Greater Hume Shire,Non Strata,176000,274000,394000,318000,54,30.24%,16.38%,17.39%,42.11%
2020,Q4,Total,Rest of State,Total,Griffith,Total,340000,410000,490000,427000,81,11.26%,7.19%,-10.00%,-14.74%
2020,Q4,Total,Rest of State,Total,Griffith,Non Strata,342000,419000,503000,432000,76,11.60%,4.62%,-9.52%,-15.56%
2020,Q4,Total,Rest of State,Total,Griffith,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Gunnedah,Total,278000,400000,504000,394000,58,29.03%,35.59%,-4.92%,52.63%
2020,Q4,Total,Rest of State,Total,Gunnedah,Non Strata,278000,400000,504000,394000,58,29.55%,23.08%,0.00%,65.71%
2020,Q4,Total,Rest of State,Total,Gwydir,Total,152000,230000,269000,217000,20,49.35%,31.81%,90.00%,90.00%
2020,Q4,Total,Rest of State,Total,Gwydir,Non Strata,152000,230000,269000,217000,20,49.35%,31.81%,90.00%,90.00%
2020,Q4,Total,Rest of State,Total,Hay,Total,71000,135000,213000,184000,20,-34.15%,-4.59%,10.00%,-21.43%
2020,Q4,Total,Rest of State,Total,Hay,Non Strata,71000,135000,213000,184000,20,-34.15%,-4.59%,10.00%,-21.43%
2020,Q4,Total,Rest of State,Total,Hilltops,Total,240000,309000,424000,340000,134,-2.06%,18.85%,21.82%,83.56%
2020,Q4,Total,Rest of State,Total,Hilltops,Non Strata,246000,320000,429000,347000,126,1.27%,22.88%,14.55%,72.60%
2020,Q4,Total,Rest of State,Total,Hilltops,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Inverell,Total,238000,288000,367000,317000,93,17.35%,1.77%,10.71%,144.74%
2020,Q4,Total,Rest of State,Total,Inverell,Non Strata,239000,291000,368000,318000,92,18.88%,3.10%,9.52%,142.11%
2020,Q4,Total,Rest of State,Total,Inverell,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Junee,Total,200000,250000,328000,261000,20,9.89%,1.73%,45.00%,61.11%
2020,Q4,Total,Rest of State,Total,Junee,Non Strata,200000,250000,328000,261000,20,9.89%,1.73%,45.00%,61.11%
2020,Q4,Total,Rest of State,Total,Kempsey,Total,315000,433000,573000,441000,139,9.34%,21.63%,-10.90%,39.00%
2020,Q4,Total,Rest of State,Total,Kempsey,Non Strata,315000,440000,578000,445000,126,10.00%,21.88%,-10.00%,40.00%
2020,Q4,Total,Rest of State,Total,Kempsey,Strata,310000,420000,460000,404000,20,38.50%,31.25%,-18.75%,30.00%
2020,Q4,Total,Rest of State,Total,Kyogle,Total,299000,350000,461000,385000,64,5.34%,14.94%,45.45%,88.24%
2020,Q4,Total,Rest of State,Total,Kyogle,Non Strata,300000,351000,465000,391000,61,5.64%,15.46%,38.64%,84.85%
2020,Q4,Total,Rest of State,Total,Kyogle,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Lachlan,Total,120000,205000,250000,195000,20,3.80%,20.59%,20.00%,166.67%
2020,Q4,Total,Rest of State,Total,Lachlan,Non Strata,120000,205000,250000,195000,20,3.80%,20.59%,20.00%,166.67%
2020,Q4,Total,Rest of State,Total,Leeton,Total,165000,240000,323000,260000,63,0.63%,-2.44%,8.62%,65.79%
2020,Q4,Total,Rest of State,Total,Leeton,Non Strata,164000,246000,338000,267000,56,0.51%,-1.50%,5.66%,51.35%
2020,Q4,Total,Rest of State,Total,Leeton,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Lismore,Total,385000,460000,595000,500000,242,7.60%,9.52%,13.62%,36.72%
2020,Q4,Total,Rest of State,Total,Lismore,Non Strata,395000,470000,605000,516000,223,5.62%,5.62%,16.75%,40.25%
2020,Q4,Total,Rest of State,Total,Lismore,Strata,258000,318000,382000,312000,20,-0.63%,0.79%,-13.64%,5.56%
2020,Q4,Total,Rest of State,Total,Lithgow,Total,305000,383000,518000,426000,101,4.93%,6.02%,-7.34%,44.29%
2020,Q4,Total,Rest of State,Total,Lithgow,Non Strata,307000,388000,522000,429000,99,6.16%,7.27%,-9.17%,41.43%
2020,Q4,Total,Rest of State,Total,Lithgow,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Liverpool Plains,Total,194000,249000,335000,281000,58,18.33%,18.33%,34.88%,123.08%
2020,Q4,Total,Rest of State,Total,Liverpool Plains,Non Strata,194000,249000,335000,281000,58,18.33%,18.33%,34.88%,123.08%
2020,Q4,Total,Rest of State,Total,Lockhart,Total,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Lockhart,Non Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Mid-Coast,Total,380000,495000,650000,527000,763,5.10%,16.47%,12.21%,53.21%
2020,Q4,Total,Rest of State,Total,Mid-Coast,Non Strata,399000,530000,679000,552000,618,8.06%,17.15%,11.55%,51.47%
2020,Q4,Total,Rest of State,Total,Mid-Coast,Strata,339000,395000,480000,418000,145,-1.25%,6.47%,15.08%,61.11%
2020,Q4,Total,Rest of State,Total,Mid-Western Regional,Total,365000,465000,593000,507000,203,8.14%,9.79%,10.93%,66.39%
2020,Q4,Total,Rest of State,Total,Mid-Western Regional,Non Strata,388000,486000,606000,518000,190,12.91%,13.04%,7.34%,61.02%
2020,Q4,Total,Rest of State,Total,Mid-Western Regional,Strata,337000,346000,365000,348000,20,20.26%,15.25%,116.67%,225.00%
2020,Q4,Total,Rest of State,Total,Moree Plains,Total,120000,216000,353000,248000,68,44.17%,13.82%,54.55%,151.85%
2020,Q4,Total,Rest of State,Total,Moree Plains,Non Strata,120000,215000,360000,251000,65,43.33%,13.16%,51.16%,140.74%
2020,Q4,Total,Rest of State,Total,Moree Plains,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Murray River,Total,269000,371000,514000,412000,90,-6.01%,3.13%,100.00%,130.77%
2020,Q4,Total,Rest of State,Total,Murray River,Non Strata,284000,410000,568000,443000,72,6.22%,10.81%,71.43%,94.59%
2020,Q4,Total,Rest of State,Total,Murray River,Strata,201000,270000,339000,284000,20,-31.65%,17.39%,500.00%,800.00%
2020,Q4,Total,Rest of State,Total,Murrumbidgee,Total,178000,198000,268000,222000,20,45.59%,108.42%,100.00%,500.00%
2020,Q4,Total,Rest of State,Total,Murrumbidgee,Non Strata,178000,198000,268000,222000,20,45.59%,108.42%,100.00%,500.00%
2020,Q4,Total,Rest of State,Total,Muswellbrook,Total,251000,315000,390000,327000,117,1.61%,1.61%,18.18%,60.27%
2020,Q4,Total,Rest of State,Total,Muswellbrook,Non Strata,268000,320000,400000,341000,107,0.00%,3.23%,17.58%,48.61%
2020,Q4,Total,Rest of State,Total,Muswellbrook,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Nambucca,Total,371000,510000,640000,524000,98,17.92%,13.33%,-16.95%,40.00%
2020,Q4,Total,Rest of State,Total,Nambucca,Non Strata,386000,512000,649000,531000,92,13.67%,10.00%,-14.02%,46.03%
2020,Q4,Total,Rest of State,Total,Nambucca,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Narrabri,Total,219000,350000,436000,336000,64,18.64%,6.06%,25.49%,204.76%
2020,Q4,Total,Rest of State,Total,Narrabri,Non Strata,219000,350000,436000,336000,64,18.64%,4.48%,25.49%,220.00%
2020,Q4,Total,Rest of State,Total,Narrandera,Total,156000,185000,255000,204000,37,2.78%,23.33%,27.59%,94.74%
2020,Q4,Total,Rest of State,Total,Narrandera,Non Strata,156000,185000,255000,204000,37,2.78%,23.33%,27.59%,94.74%
2020,Q4,Total,Rest of State,Total,Narromine,Total,190000,270000,330000,272000,37,3.85%,8.00%,27.59%,48.00%
2020,Q4,Total,Rest of State,Total,Narromine,Non Strata,190000,270000,330000,272000,37,3.85%,8.00%,27.59%,48.00%
2020,Q4,Total,Rest of State,Total,Oberon,Total,370000,464000,616000,520000,36,15.94%,37.20%,71.43%,44.00%
2020,Q4,Total,Rest of State,Total,Oberon,Non Strata,395000,480000,620000,543000,33,20.00%,42.01%,57.14%,32.00%
2020,Q4,Total,Rest of State,Total,Oberon,Strata,0,0,0,0,0,0,0,0,0
2020,Q4,Total,Rest of State,Total,Orange,Total,416000,496000,634000,524000,298,4.42%,18.24%,7.19%,29.57%
2020,Q4,Total,Rest of State,Total,Orange,Non Strata,440000,509000,650000,544000,275,4.73%,19.48%,5.77%,33.50%
2020,Q4,Total,Rest of State,Total,Orange,Strata,255000,262000,325000,285000,20,-2.06%,-6.76%,27.78%,-4.17%
2020,Q4,Total,Rest of State,Total,Parkes,Total,230000,300000,383000,324000,73,-1.64%,11.11%,23.73%,14.06%
2020,Q4,Total,Rest of State,Total,Parkes,Non Strata,230000,300000,383000,324000,73,-1.64%,11.11%,23.73%,14.06%
2020,Q4,Total,Rest of State,Total,Port Macquarie-Hastings,Total,450000,565000,725000,605000,558,0.89%,5.61%,17.23%,50.81%
2020,Q4,Total,Rest of State,Total,Port Macquarie-Hastings,Non Strata,521000,630000,780000,671000,394,4.05%,9.53%,7.07%,36.81%
2020,Q4,Total,Rest of State,Total,Port Macquarie-Hastings,Strata,360000,430000,498000,448000,164,9.14%,10.26%,51.85%,100.00%
